description,domain,response,model_type,term,test,statistic,df1,df2,n,estimate,units,pct_change,ci_low,ci_high,p_value,qualitative,source_script,source_artifact
"Morphology: Pigment over wound — 28C - 31C at day 10 [GLMM contrast (prob scale), delta probability]",Morphology,Pigment over wound,GLMM contrast (prob scale),28C - 31C at day 10,delta probability,0.0139,NA,NA,NA,0.0139,probability,1.39,NA,NA,0.3796,P(28C)=0.03 vs P(31C)=0.01; OR(31vs28)=0.47,code/sensitivity/29_morphology_prob_contrasts.R,output/tables/29_morphology_prob_contrasts.csv
"Morphology: Polyps out — day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",day_z,Wald chi-sq,0.0116,1,NA,NA,NA,NA,NA,NA,NA,0.9142,day_z effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — day_z:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",day_z:thicket,Wald chi-sq,2.6794,2,NA,NA,NA,NA,NA,NA,NA,0.2619,day_z:thicket effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — fixed: day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z,Wald z,0.828,NA,NA,NA,0.4138,log-odds,51.2528,-0.5657,1.3932,0.4077,"fixed: day_z: OR=1.51 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: day_z:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z:thicket2,Wald z,1.3324,NA,NA,NA,0.9144,log-odds,149.5173,-0.4307,2.2594,0.1827,"fixed: day_z:thicket2: OR=2.50 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: day_z:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z:thicket3,Wald z,0.6592,NA,NA,NA,0.4259,log-odds,53.0911,-0.8403,1.692,0.5097,"fixed: day_z:thicket3: OR=1.53 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: thicket2,Wald z,1.3273,NA,NA,NA,0.6579,log-odds,93.0637,-0.3136,1.6293,0.1844,"fixed: thicket2: OR=1.93 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: thicket3,Wald z,0.842,NA,NA,NA,0.3996,log-odds,49.1295,-0.5307,1.3299,0.3998,"fixed: thicket3: OR=1.49 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: treatment2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2,Wald z,-1.1389,NA,NA,NA,-0.6686,log-odds,-48.7559,-1.8192,0.4821,0.2548,"fixed: treatment2: OR=0.51 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: treatment2:day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z,Wald z,-1.94,NA,NA,NA,-1.2564,log-odds,-71.5322,-2.5257,0.0129,0.0524,"fixed: treatment2:day_z: OR=0.28 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: treatment2:day_z:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z:thicket2,Wald z,0.8125,NA,NA,NA,0.628,log-odds,87.3877,-0.8869,2.1429,0.4165,"fixed: treatment2:day_z:thicket2: OR=1.87 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: treatment2:day_z:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z:thicket3,Wald z,-0.1847,NA,NA,NA,-0.1296,log-odds,-12.1573,-1.5055,1.2463,0.8535,"fixed: treatment2:day_z:thicket3: OR=0.88 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: treatment2:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:thicket2,Wald z,0.8089,NA,NA,NA,0.4917,log-odds,63.503,-0.6997,1.683,0.4186,"fixed: treatment2:thicket2: OR=1.64 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — fixed: treatment2:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:thicket3,Wald z,-0.4335,NA,NA,NA,-0.2436,log-odds,-21.6205,-1.345,0.8577,0.6646,"fixed: treatment2:thicket3: OR=0.78 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Polyps out — thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",thicket,Wald chi-sq,3.4833,2,NA,NA,NA,NA,NA,NA,NA,0.1752,thicket effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — treatment [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",treatment,Wald chi-sq,0.3177,1,NA,NA,NA,NA,NA,NA,NA,0.573,treatment effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — treatment:day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:day_z,Wald chi-sq,3.6143,1,NA,NA,NA,NA,NA,NA,NA,0.0573,treatment:day_z effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — treatment:day_z:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:day_z:thicket,Wald chi-sq,0.7245,2,NA,NA,NA,NA,NA,NA,NA,0.6961,treatment:day_z:thicket effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — treatment:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Polyps out,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:thicket,Wald chi-sq,0.8036,2,NA,NA,NA,NA,NA,NA,NA,0.6691,treatment:thicket effect on polyps_out (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Polyps out — 28C - 31C at day 10 [GLMM contrast (prob scale), delta probability]",Morphology,Polyps out,GLMM contrast (prob scale),28C - 31C at day 10,delta probability,0.056,NA,NA,NA,0.056,probability,5.6,NA,NA,0.3004,P(28C)=0.92 vs P(31C)=0.86; OR(31vs28)=0.56,code/sensitivity/29_morphology_prob_contrasts.R,output/tables/29_morphology_prob_contrasts.csv
"Morphology: Tip exist — day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",day_z,Wald chi-sq,40.9234,1,NA,NA,NA,NA,NA,NA,NA,0,day_z effect on tip_exist (significant),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — day_z:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",day_z:thicket,Wald chi-sq,0.6582,2,NA,NA,NA,NA,NA,NA,NA,0.7196,day_z:thicket effect on tip_exist (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — fixed: day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z,Wald z,3.2326,NA,NA,NA,NA,log-odds [residual separation],NA,NA,NA,NA,"fixed: day_z: residual separation after Cauchy(0,2.5) prior — report omnibus chi-sq only",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: day_z:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z:thicket2,Wald z,-1.4057,NA,NA,NA,-6.3292,log-odds,-99.8216,-15.1538,2.4955,0.1598,"fixed: day_z:thicket2: OR=0.00 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: day_z:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z:thicket3,Wald z,0.3275,NA,NA,NA,1.0826,log-odds,195.2368,-5.3968,7.562,0.7433,"fixed: day_z:thicket3: OR=2.95 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: thicket2,Wald z,-2.051,NA,NA,NA,-3.4609,log-odds,-96.8598,-6.7683,-0.1535,0.0403,"fixed: thicket2: OR=0.03 (sig, blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: thicket3,Wald z,0.2726,NA,NA,NA,0.4101,log-odds,50.6919,-2.5379,3.358,0.7851,"fixed: thicket3: OR=1.51 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: treatment2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2,Wald z,-0.5938,NA,NA,NA,-0.9356,log-odds,-60.7641,-4.0238,2.1527,0.5527,"fixed: treatment2: OR=0.39 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: treatment2:day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z,Wald z,0.4874,NA,NA,NA,1.4559,log-odds,328.8316,-4.3991,7.3109,0.626,"fixed: treatment2:day_z: OR=4.29 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: treatment2:day_z:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z:thicket2,Wald z,0.9238,NA,NA,NA,3.6073,log-odds,3586.5505,-4.046,11.2605,0.3556,"fixed: treatment2:day_z:thicket2: OR=36.87 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: treatment2:day_z:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z:thicket3,Wald z,-1.8393,NA,NA,NA,-9.5584,log-odds,-99.9929,-19.7441,0.6273,0.0659,"fixed: treatment2:day_z:thicket3: OR=0.00 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: treatment2:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:thicket2,Wald z,1.3101,NA,NA,NA,2.6717,log-odds,1346.5232,-1.3254,6.6689,0.1902,"fixed: treatment2:thicket2: OR=14.47 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — fixed: treatment2:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:thicket3,Wald z,-1.1363,NA,NA,NA,-2.25,log-odds,-89.4603,-6.1311,1.631,0.2558,"fixed: treatment2:thicket3: OR=0.11 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip exist — thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",thicket,Wald chi-sq,1.2126,2,NA,NA,NA,NA,NA,NA,NA,0.5454,thicket effect on tip_exist (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — treatment [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",treatment,Wald chi-sq,0.022,1,NA,NA,NA,NA,NA,NA,NA,0.8822,treatment effect on tip_exist (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — treatment:day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:day_z,Wald chi-sq,0.3142,1,NA,NA,NA,NA,NA,NA,NA,0.5751,treatment:day_z effect on tip_exist (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — treatment:day_z:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:day_z:thicket,Wald chi-sq,3.9429,2,NA,NA,NA,NA,NA,NA,NA,0.1393,treatment:day_z:thicket effect on tip_exist (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — treatment:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip exist,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:thicket,Wald chi-sq,1.5536,2,NA,NA,NA,NA,NA,NA,NA,0.4599,treatment:thicket effect on tip_exist (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip exist — 28C - 31C at day 10 [GLMM contrast (prob scale), delta probability]",Morphology,Tip exist,GLMM contrast (prob scale),28C - 31C at day 10,delta probability,0.141,NA,NA,NA,0.141,probability,14.1,NA,NA,0.4802,P(28C)=0.83 vs P(31C)=0.69; OR(31vs28)=0.45,code/sensitivity/29_morphology_prob_contrasts.R,output/tables/29_morphology_prob_contrasts.csv
"Morphology: Tip extension — day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",day_z,Wald chi-sq,36.7987,1,NA,NA,NA,NA,NA,NA,NA,0,day_z effect on tip_extension (significant),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — day_z:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",day_z:thicket,Wald chi-sq,0.8534,2,NA,NA,NA,NA,NA,NA,NA,0.6527,day_z:thicket effect on tip_extension (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — fixed: day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z,Wald z,4.1709,NA,NA,NA,NA,log-odds [residual separation],NA,NA,NA,NA,"fixed: day_z: residual separation after Cauchy(0,2.5) prior — report omnibus chi-sq only",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: day_z:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z:thicket2,Wald z,0.3948,NA,NA,NA,1.0215,log-odds,177.7247,-4.05,6.0929,0.693,"fixed: day_z:thicket2: OR=2.78 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: day_z:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: day_z:thicket3,Wald z,0.9638,NA,NA,NA,2.4389,log-odds,1046.0821,-2.521,7.3988,0.3351,"fixed: day_z:thicket3: OR=11.46 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: thicket2,Wald z,-1.2261,NA,NA,NA,-2.2039,log-odds,-88.9633,-5.7272,1.3193,0.2202,"fixed: thicket2: OR=0.11 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: thicket3,Wald z,-0.0096,NA,NA,NA,-0.0164,log-odds,-1.6304,-3.3625,3.3296,0.9923,"fixed: thicket3: OR=0.98 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: treatment2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2,Wald z,-0.8292,NA,NA,NA,-1.4393,log-odds,-76.291,-4.8414,1.9628,0.407,"fixed: treatment2: OR=0.24 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: treatment2:day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z,Wald z,-1.0834,NA,NA,NA,-2.8065,log-odds,-93.9584,-7.8839,2.2709,0.2786,"fixed: treatment2:day_z: OR=0.06 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: treatment2:day_z:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z:thicket2,Wald z,0.7406,NA,NA,NA,2.1859,log-odds,789.8921,-3.5992,7.9711,0.4589,"fixed: treatment2:day_z:thicket2: OR=8.90 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: treatment2:day_z:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:day_z:thicket3,Wald z,-1.3186,NA,NA,NA,-3.8117,log-odds,-97.7889,-9.4773,1.854,0.1873,"fixed: treatment2:day_z:thicket3: OR=0.02 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: treatment2:thicket2 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:thicket2,Wald z,-0.2733,NA,NA,NA,-0.6231,log-odds,-46.3694,-5.0914,3.8453,0.7846,"fixed: treatment2:thicket2: OR=0.54 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — fixed: treatment2:thicket3 [GLMM (binomial, blme Cauchy(0,2.5)), Wald z]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",fixed: treatment2:thicket3,Wald z,-0.6221,NA,NA,NA,-1.3915,log-odds,-75.1299,-5.7755,2.9925,0.5339,"fixed: treatment2:thicket3: OR=0.25 (n.s., blme penalized)",code/12_models.R,output/tables/12c_morph_blme_fixed_effects.csv
"Morphology: Tip extension — thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",thicket,Wald chi-sq,1.0622,2,NA,NA,NA,NA,NA,NA,NA,0.588,thicket effect on tip_extension (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — treatment [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",treatment,Wald chi-sq,1.6257,1,NA,NA,NA,NA,NA,NA,NA,0.2023,treatment effect on tip_extension (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — treatment:day_z [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:day_z,Wald chi-sq,0.6682,1,NA,NA,NA,NA,NA,NA,NA,0.4137,treatment:day_z effect on tip_extension (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — treatment:day_z:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:day_z:thicket,Wald chi-sq,2.1489,2,NA,NA,NA,NA,NA,NA,NA,0.3415,treatment:day_z:thicket effect on tip_extension (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — treatment:thicket [GLMM (binomial, blme Cauchy(0,2.5)), Wald chi-sq]",Morphology,Tip extension,"GLMM (binomial, blme Cauchy(0,2.5))",treatment:thicket,Wald chi-sq,0.451,2,NA,NA,NA,NA,NA,NA,NA,0.7981,treatment:thicket effect on tip_extension (n.s.),code/12_models.R,output/tables/12c_morph_blme_anova.csv
"Morphology: Tip extension — 28C - 31C at day 10 [GLMM contrast (prob scale), delta probability]",Morphology,Tip extension,GLMM contrast (prob scale),28C - 31C at day 10,delta probability,0.2178,NA,NA,NA,0.2178,probability,21.78,NA,NA,0.1667,P(28C)=0.26 vs P(31C)=0.04; OR(31vs28)=0.12,code/sensitivity/29_morphology_prob_contrasts.R,output/tables/29_morphology_prob_contrasts.csv
"Morphology: Wound smoothed — 28C - 31C at day 10 [GLMM contrast (prob scale), delta probability]",Morphology,Wound smoothed,GLMM contrast (prob scale),28C - 31C at day 10,delta probability,-0,NA,NA,NA,-0,probability,-0,NA,NA,NA,P(28C)=1.00 vs P(31C)=1.00; OR(31vs28)=NA,code/sensitivity/29_morphology_prob_contrasts.R,output/tables/29_morphology_prob_contrasts.csv
"Multivariate: End-of-experiment physiology PCA — loading[color_end] -> PC1 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[color_end] -> PC1,PCA loading,0.53,NA,NA,NA,0.53,loading,NA,NA,NA,NA,color_end loads 0.53 on PC1,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[color_end] -> PC2 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[color_end] -> PC2,PCA loading,-0.23,NA,NA,NA,-0.23,loading,NA,NA,NA,NA,color_end loads -0.23 on PC2,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[color_end] -> PC3 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[color_end] -> PC3,PCA loading,0.228,NA,NA,NA,0.228,loading,NA,NA,NA,NA,color_end loads 0.23 on PC3,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[color_end] -> PC4 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[color_end] -> PC4,PCA loading,-0.784,NA,NA,NA,-0.784,loading,NA,NA,NA,NA,color_end loads -0.78 on PC4,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[growth_pct] -> PC1 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[growth_pct] -> PC1,PCA loading,0.414,NA,NA,NA,0.414,loading,NA,NA,NA,NA,growth_pct loads 0.41 on PC1,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[growth_pct] -> PC2 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[growth_pct] -> PC2,PCA loading,0.908,NA,NA,NA,0.908,loading,NA,NA,NA,NA,growth_pct loads 0.91 on PC2,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[growth_pct] -> PC3 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[growth_pct] -> PC3,PCA loading,-0.061,NA,NA,NA,-0.061,loading,NA,NA,NA,NA,growth_pct loads -0.06 on PC3,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[growth_pct] -> PC4 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[growth_pct] -> PC4,PCA loading,-0.004,NA,NA,NA,-0.004,loading,NA,NA,NA,NA,growth_pct loads -0.00 on PC4,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[pam_end] -> PC1 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[pam_end] -> PC1,PCA loading,0.518,NA,NA,NA,0.518,loading,NA,NA,NA,NA,pam_end loads 0.52 on PC1,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[pam_end] -> PC2 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[pam_end] -> PC2,PCA loading,-0.288,NA,NA,NA,-0.288,loading,NA,NA,NA,NA,pam_end loads -0.29 on PC2,code/15_multivariate.R,output/tables/15_pca_loadings.csv
