library_id,id,treatment,wound,source_thicket,tank,day,plate,symbiont_cells_per_cm2,source_mean_heat_sensitivity,source_pca_displacement,source_resilience_rank,prelim_snp_sample_label,prelim_snp_library_id,prelim_snp_pc1,prelim_snp_pc2,prelim_snp_pc3,prelim_snp_pc4,prelim_snp_source_thicket,prelim_snp_cov,prelim_snp_cov_million,prelim_snp_coverage_band,prelim_snp_lowest_decile_cov,prelim_snp_cluster,prelim_snp_cluster_analysis,source_label,day_f
28C_T6_A_D1_W_id140,140,28C,yes,a,6,1,2,1486409.966024915,0.565,3.71,3,140_wound_D1,140_W_D1_S10_L005,-0.109167457769227,0.0602502015385491,-0.0165616751274267,-0.00799807357700455,a,12103837.993,12.103837993,>=10M,FALSE,4,cluster 4,A,1
28C_T6_C_D10_U_id267,267,28C,no,c,6,10,2,1330917.8266371402,0.007,1.022,1,267_wound_D10,267_W_D10_S105_L005,0.0176899506440492,-0.102453451474611,-0.0336637936892219,6.25317321106e-4,c,17501503.006,17.501503006,>=10M,FALSE,1,cluster 1,C,10
28C_T6_C_D10_W_id292,292,28C,yes,c,6,10,2,1042852.2344149292,0.007,1.022,1,292_wound_D10,292_W_D10_S108_L005,0.0191589196907711,-0.108824320893562,-0.0352188660289366,9.0638494142498e-4,c,17451628.0220001,17.4516280220001,>=10M,FALSE,1,cluster 1,C,10
28C_T6_C_D1_U_id280,280,28C,no,c,6,1,2,948918.5725934844,0.007,1.022,1,280_wound_D1,280_W_D1_S9_L005,0.0211612012164324,-0.12438581173161,-0.0413657967485645,1.5434486770843e-4,c,11974246.008,11.974246008,>=10M,FALSE,1,cluster 1,C,1
28C_T6_C_D1_W_id268,268,28C,yes,c,6,1,2,1494431.2140674992,0.007,1.022,1,268_wound_D1,268_W_D1_S12_L005,0.017790415427309,-0.103518262191402,-0.0339163231273086,2.4233660720802e-4,c,18868405.018,18.868405018,>=10M,FALSE,1,cluster 1,C,1
28C_T6_D_D3_U_id220,220,28C,no,d,6,3,2,973562.9662132516,0.43,3.382,2,220_wound_D3,220_W_D3_S56_L005,-0.0922346619922171,0.0475649645203766,-0.0128731638098027,-0.00726218497750081,d,6374455.008,6.374455008,5-10M,TRUE,4,cluster 4,D,3
28C_T6_D_D3_W_id245,245,28C,yes,d,6,3,2,1135934.7687907198,0.43,3.382,2,245_wound_D3,245_W_D3_S59_L005,0.0506957286143864,0.00669404486208985,0.180623857126602,-0.0970652994316791,d,16072238,16.072238,>=10M,FALSE,2,cluster 2,D,3
28C_T9_A_D3_U_id157,157,28C,no,a,9,3,2,682134.4030646357,0.565,3.71,3,157_wound_D3,157_W_D3_S61_L005,-0.0977836483975124,0.0511111131712409,-0.0141493731372844,-0.00619755141494204,a,15818392.012,15.818392012,>=10M,FALSE,4,cluster 4,A,3
28C_T9_A_D3_W_id187,187,28C,yes,a,9,3,2,940603.8747686846,0.565,3.71,3,187_wound_D3,187_W_D3_S64_L005,0.0653189191796228,0.0417809227822878,0.125884414695483,0.281533131793451,a,12874910.997,12.874910996999999,>=10M,FALSE,5,cluster 5,A,3
28C_T9_C_D3_U_id271,271,28C,no,c,9,3,2,1180792.4429283652,0.007,1.022,1,271_wound_D3,271_W_D3_S63_L005,0.0183655506609177,-0.111351324071578,-0.037293135962895,0.00164661104252281,c,11065260.982,11.065260982000002,>=10M,FALSE,1,cluster 1,C,3
28C_T9_C_D3_W_id272,272,28C,yes,c,9,3,2,905998.263713634,0.007,1.022,1,272_wound_D3,272_W_D3_S66_L005,0.015043224414072,-0.0999568620242028,-0.033234845076617,0.00144181817633577,c,9615462.00099999,9.61546200099999,5-10M,TRUE,1,cluster 1,C,3
28C_T9_D_D10_U_id217,217,28C,no,d,9,10,2,1015664.0039940088,0.43,3.382,2,217_wound_D10,217_W_D10_S110_L005,0.159704465995549,0.126263005144994,-0.109990216842335,-0.0447909254527878,d,14577875.917,14.577875917,>=10M,FALSE,3,cluster 3,D,10
28C_T9_D_D10_W_id237,237,28C,yes,d,9,10,2,854542.0769087869,0.43,3.382,2,237_wound_D10,237_W_D10_S113_L005,0.152869270850336,0.115249167402988,-0.107145795893301,-0.043619108732348,d,15738606,15.738606,>=10M,FALSE,3,cluster 3,D,10
28C_T9_D_D1_U_id257,257,28C,no,d,9,1,2,1250575.6389592448,0.43,3.382,2,257_wound_D1,257_W_D1_S14_L005,0.0552992509701005,0.00843562286724038,0.198315777453557,-0.110197377394556,d,16978386.95,16.97838695,>=10M,FALSE,2,cluster 2,D,1
28C_T9_D_D1_W_id227,227,28C,yes,d,9,1,2,1139873.331117931,0.43,3.382,2,227_wound_D1,227_W_D1_S17_L005,0.0554155305914907,0.00766925475068287,0.197562189195243,-0.109432125954521,d,20825822.995,20.825822995,>=10M,FALSE,2,cluster 2,D,1
31C_T10_A_D3_U_id155,155,31C,no,a,10,3,2,665109.3374862112,0.565,3.71,3,155_wound_D3,155_W_D3_S85_L005,-0.098399260026764,0.051181663692529,-0.0143539775229501,-0.00602070339887558,a,13066390.006,13.066390005999999,>=10M,FALSE,4,cluster 4,A,3
31C_T10_A_D3_W_id193,193,31C,yes,a,10,3,2,308131.3817432841,0.565,3.71,3,193_wound_D3,193_W_D3_S88_L005,-0.0381555351471254,0.0208611557996148,-0.00675556795129168,-0.00290003974230456,a,3210856.978,3.2108569780000003,<5M,TRUE,4,cluster 4,A,3
31C_T10_C_D3_U_id255,255,31C,no,c,10,3,2,986250.749051202,0.007,1.022,1,255_wound_D3,255_W_D3_S87_L005,0.0183697331820799,-0.109088893066382,-0.0363931235691392,2.2298385874962e-4,c,10487206.983,10.487206982999998,>=10M,FALSE,1,cluster 1,C,3
31C_T10_C_D3_W_id266,266,31C,yes,c,10,3,2,617351.3986013986,0.007,1.022,1,266_wound_D3,266_W_D3_S90_L005,0.0152819564869435,-0.0933629984895426,-0.0303746314084793,0.00118849530536193,c,7912165.98699998,7.91216598699998,5-10M,TRUE,1,cluster 1,C,3
31C_T10_D_D10_U_id205,205,31C,no,d,10,10,2,334618.6555336503,0.43,3.382,2,205_wound_D10,205_W_D10_S134_L005,0.0659852024802644,0.0417868665490162,0.124940285148658,0.280355248218094,d,16541903.001,16.541903001,>=10M,FALSE,5,cluster 5,D,10
31C_T10_D_D10_W_id186,186,31C,yes,d,10,10,2,283553.8752362949,0.43,3.382,2,186_wound_D10,186_W_D10_S136_L005,0.0236120872407489,0.00367437412258318,0.0790797085543197,-0.0452163486337586,d,8151538.982,8.151538982,5-10M,TRUE,2,cluster 2,D,10
31C_T10_D_D1_U_id259,259,31C,no,d,10,1,2,569666.4033541958,0.43,3.382,2,259_wound_D1,259_W_D1_S38_L005,-0.100311356990484,0.0529941846773093,-0.0150245444223336,-0.00595480349724842,d,16772868.02,16.77286802,>=10M,FALSE,4,cluster 4,D,1
31C_T10_D_D1_W_id256,256,31C,yes,d,10,1,2,576240.0181373907,0.43,3.382,2,256_wound_D1,256_W_D1_S42_L005,0.169008635151576,0.134967487820295,-0.117985811516762,-0.0491250771066629,d,16366968.017,16.366968017,>=10M,FALSE,3,cluster 3,D,1
31C_T11_A_D10_U_id207,207,31C,no,a,11,10,2,243989.2006275311,0.565,3.71,3,207_wound_D10,207_W_D10_S139_L005,-0.0957411210996177,0.050497213988735,-0.0134443413325016,-0.00531414481344564,a,18171868.9229999,18.1718689229999,>=10M,FALSE,4,cluster 4,A,10
31C_T11_A_D10_W_id195,195,31C,yes,a,11,10,2,275325.60245159495,0.565,3.71,3,195_wound_D10,195_W_D10_S142_L005,-0.101342222690003,0.0542127276230108,-0.0148893932491888,-0.00601702065680309,a,16242513.966,16.242513966,>=10M,FALSE,4,cluster 4,A,10
31C_T11_A_D1_U_id188,188,31C,no,a,11,1,2,285388.1278538813,0.565,3.71,3,188_wound_D1,188_W_D1_S43_L005,-0.0999093979482488,0.053560659971395,-0.0146108516592281,-0.00579556011232216,a,18197558.986,18.197558986,>=10M,FALSE,4,cluster 4,A,1
31C_T11_A_D1_W_id181,181,31C,yes,a,11,1,2,1180257.5107296137,0.565,3.71,3,181_wound_D1,181_W_D1_S46_L005,0.054390885643251,0.035869304787547,0.10850305358023,0.267340573861049,a,8932604.02300003,8.93260402300003,5-10M,TRUE,5,cluster 5,A,1
31C_T11_C_D10_U_id299,299,31C,no,c,11,10,2,1007094.3861813694,0.007,1.022,1,299_wound_D10,299_W_D10_S141_L005,0.0181195380366265,-0.107979497850632,-0.0350110653184846,8.2068740335732e-4,c,16684040.007,16.684040007,>=10M,FALSE,1,cluster 1,C,10
31C_T11_C_D10_W_id269,269,31C,yes,c,11,10,2,937621.7003335648,0.007,1.022,1,269_wound_D10,269_W_D10_S144_L005,0.01224806413781,-0.106336049460122,-0.0370378868352595,0.00164372264382515,c,14550212.958,14.550212958000001,>=10M,FALSE,1,cluster 1,C,10
31C_T11_C_D1_U_id264,264,31C,no,c,11,1,2,727761.5169254263,0.007,1.022,1,264_wound_D1,264_W_D1_S45_L005,0.0226107899310479,-0.134650940899427,-0.0456467937665962,0.00189967371865592,c,12955735.021,12.955735020999999,>=10M,FALSE,1,cluster 1,C,1
31C_T11_C_D1_W_id300,300,31C,yes,c,11,1,2,760300.8502289078,0.007,1.022,1,300_wound_D1,300_W_D1_S48_L005,0.0234838310575474,-0.142989591761066,-0.0504380094745179,0.00237688037648928,c,12757765.01,12.75776501,>=10M,FALSE,1,cluster 1,C,1
31C_T11_D_D3_U_id185,185,31C,no,d,11,3,2,296178.87535458035,0.43,3.382,2,185_wound_D3,185_W_D3_S92_L005,-0.100371920071322,0.0530768961302265,-0.0149346689208481,-0.00621246627967006,d,14456330.997,14.456330997,>=10M,FALSE,4,cluster 4,D,3
31C_T11_D_D3_W_id219,219,31C,yes,d,11,3,2,424564.30479582754,0.43,3.382,2,219_wound_D3,219_W_D3_S95_L005,-0.101318713173739,0.0538392240112314,-0.0145802421262925,-0.00602940947552807,d,13539347.99,13.53934799,>=10M,FALSE,4,cluster 4,D,3
31C_T4_A_D3_U_id211,211,31C,no,a,4,3,2,664038.3057792177,0.565,3.71,3,211_wound_D3,211_W_D3_S73_L005,-0.101401450341657,0.0529838227064989,-0.0157228720461814,-0.00616060433117161,a,11786979.972,11.786979972,>=10M,FALSE,4,cluster 4,A,3
31C_T4_A_D3_W_id138,138,31C,yes,a,4,3,2,340270.77632147487,0.565,3.71,3,138_wound_D3,138_W_D3_S76_L005,-0.0998923763849439,0.0520472677231599,-0.0150539925205002,-0.00633239826120395,a,13394709.992,13.394709992000001,>=10M,FALSE,4,cluster 4,A,3
31C_T4_C_D3_U_id289,289,31C,no,c,4,3,2,784525.0928254881,0.007,1.022,1,289_wound_D3,289_W_D3_S75_L005,0.0177720774972046,-0.107586409750168,-0.0333856991382807,-2.6045452400023e-4,c,8741478.99699999,8.74147899699999,5-10M,TRUE,1,cluster 1,C,3
31C_T4_C_D3_W_id295,295,31C,yes,c,4,3,2,863658.878090895,0.007,1.022,1,295_wound_D3,295_W_D3_S78_L005,0.0176923869613434,-0.106068210654244,-0.0338448005304119,5.0825314314446e-4,c,14852128.97,14.85212897,>=10M,FALSE,1,cluster 1,C,3
31C_T4_D_D10_U_id230,230,31C,no,d,4,10,2,229156.53020087577,0.43,3.382,2,230_wound_D10,230_W_D10_S122_L005,0.0502772199982429,0.00706181371876788,0.175595528049541,-0.0947319019451712,d,22991996.9850001,22.9919969850001,>=10M,FALSE,2,cluster 2,D,10
31C_T4_D_D10_W_id215,215,31C,yes,d,4,10,2,849436.9446538294,0.43,3.382,2,215_wound_D10,215_W_D10_S125_L005,0.0814926726002014,0.0601786194518702,0.045930855077627,0.144501942845668,d,18355276.989,18.355276989,>=10M,FALSE,8,small clusters (6/7/8),D,10
31C_T4_D_D1_U_id249,249,31C,no,d,4,1,2,1144905.8531601226,0.43,3.382,2,249_wound_D1,249_W_D1_S26_L005,0.0579764338390032,0.0086305455052919,0.208915577020291,-0.116246899411181,d,11447520.981,11.447520981,>=10M,FALSE,2,cluster 2,D,1
31C_T4_D_D1_W_id224,224,31C,yes,d,4,1,2,633946.9313508384,0.43,3.382,2,224_wound_D1,224_W_D1_S29_L005,0.166401367620171,0.134468832497479,-0.120340333188109,-0.0520188341237021,d,10749950.015,10.749950015000001,>=10M,FALSE,3,cluster 3,D,1
31C_T5_A_D10_U_id180,180,31C,no,a,5,10,2,103408.64166800884,0.565,3.71,3,180_wound_D10,180_W_D10_S127_L005,-0.0972175893405775,0.051123696070928,-0.013811825530891,-0.00526839968722705,a,16924416.016,16.924416016,>=10M,FALSE,4,cluster 4,A,10
31C_T5_A_D10_W_id184,184,31C,yes,a,5,10,2,192844.30254084943,0.565,3.71,3,184_wound_D10,184_W_D10_S130_L005,-0.0961799296424921,0.0506400905509222,-0.0130250456110339,-0.00670586214162401,a,18038476.947,18.038476947,>=10M,FALSE,4,cluster 4,A,10
31C_T5_A_D1_U_id198,198,31C,no,a,5,1,2,680063.18006318,0.565,3.71,3,198_wound_D1,198_W_D1_S31_L005,-0.111639696919767,0.0618399519279863,-0.0160465012473746,-0.0078149688311815,a,9826962.018,9.826962018,5-10M,TRUE,4,cluster 4,A,1
31C_T5_A_D1_W_id183,183,31C,yes,a,5,1,2,359596.078201139,0.565,3.71,3,183_wound_D1,183_W_D1_S34_L005,-0.112917282039227,0.0614826404847144,-0.0166577280418798,-0.00599511376349656,a,15894027.014,15.894027014,>=10M,FALSE,4,cluster 4,A,1
31C_T5_C_D10_U_id277,277,31C,no,c,5,10,2,529330.7700301361,0.007,1.022,1,277_wound_D10,277_W_D10_S129_L005,0.0199325861599825,-0.112459656435826,-0.0364329423156465,-4.5826903317831e-4,c,15665643.999,15.665643999,>=10M,FALSE,1,cluster 1,C,10
31C_T5_C_D10_W_id251,251,31C,yes,c,5,10,2,656747.3294092,0.007,1.022,1,251_wound_D10,251_W_D10_S132_L005,0.0172402410063825,-0.102421402129748,-0.0337326042522277,6.1564365441897e-4,c,17820166.994,17.820166993999997,>=10M,FALSE,1,cluster 1,C,10
31C_T5_C_D1_U_id278,278,31C,no,c,5,1,2,945424.6983704958,0.007,1.022,1,278_wound_D1,278_W_D1_S33_L005,0.0210055088822431,-0.124516275458029,-0.0425833615668672,2.406315760845e-4,c,13404047.023,13.404047023,>=10M,FALSE,1,cluster 1,C,1
31C_T5_C_D1_W_id263,263,31C,yes,c,5,1,2,802785.5962114104,0.007,1.022,1,263_wound_D1,263_W_D1_S36_L005,0.0208206887884566,-0.125714993413749,-0.0423753089650341,6.1590113296171e-4,c,14536759.957,14.536759957000001,>=10M,FALSE,1,cluster 1,C,1
31C_T5_D_D3_U_id239,239,31C,no,d,5,3,2,522552.2552255225,0.43,3.382,2,239_wound_D3,239_W_D3_S80_L005,-0.0988397646129441,0.051966042044066,-0.0146734500622535,-0.00683819601555944,d,13316233.983,13.316233982999998,>=10M,FALSE,4,cluster 4,D,3
31C_T5_D_D3_W_id221,221,31C,yes,d,5,3,2,530813.7374595255,0.43,3.382,2,221_wound_D3,221_W_D3_S83_L005,-0.0966825551183562,0.0493943420798431,-0.0143350226033045,-0.00570245123397378,d,13479864.038,13.479864038,>=10M,FALSE,4,cluster 4,D,3
