row,col,expected,actual,file
329,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
330,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
331,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
332,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
333,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
334,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
335,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
336,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
337,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
338,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
339,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
340,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
341,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
342,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
343,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
344,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
345,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
346,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
347,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
348,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
349,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
350,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
351,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
352,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
353,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
354,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
355,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
356,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
357,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
358,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
359,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
360,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
361,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
362,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
363,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
364,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
365,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
366,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
367,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
368,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
369,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
370,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
371,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
372,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
373,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
374,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
375,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
376,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
377,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
378,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
379,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
380,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
381,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
382,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
383,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
384,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
385,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
386,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
387,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
388,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
389,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
390,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
391,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
392,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
393,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
394,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
395,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
396,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
397,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
398,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
399,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
400,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
401,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
402,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
403,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
404,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
405,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
406,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
407,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
408,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
409,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
410,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
411,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
412,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
413,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
414,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
415,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
416,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
417,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
418,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
419,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
420,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
421,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
422,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
423,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
424,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
425,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
426,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
427,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
428,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
429,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
430,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
431,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
432,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
433,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
434,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
435,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
436,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
437,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
438,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
439,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
440,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
441,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
442,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
443,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
444,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
445,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
446,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
447,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
448,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
449,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
450,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
451,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
452,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
453,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
454,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
455,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
456,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
457,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
458,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
459,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
460,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
461,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
462,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
463,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
464,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
465,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
466,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
467,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
468,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
469,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
470,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
471,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
472,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
473,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
474,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
475,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
476,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
477,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
478,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
479,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
480,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
481,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
482,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
483,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
484,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
485,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
486,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
487,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
488,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
489,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
490,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
491,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
492,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
493,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
494,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
495,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
496,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
497,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
498,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
499,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
500,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
501,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
502,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
503,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
504,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
505,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
506,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
507,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
508,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
509,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
510,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
511,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
512,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
513,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
514,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
515,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
516,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
517,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
518,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
519,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
520,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
521,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
522,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
523,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
524,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
525,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
526,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
527,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
528,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
529,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
530,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
531,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
532,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
533,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
534,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
535,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
536,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
537,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
538,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
539,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
540,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
541,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
546,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
547,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
548,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
549,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
553,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
555,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
557,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
558,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
559,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
560,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
561,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
563,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
566,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
567,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
568,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
569,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
